provincia_id,provincia_nombre,departamento_id,departamento_nombre,anio,mes_nombre,codigo_delito_sat_prop,nombre_delito_sat_prop,cantidad_hechos,cantidad_hechos_inc_conocido,cantidad_hechos_inc_desconocido,cantidad_hechos_lugar_via_publ,cantidad_hechos_lugar_establec,cantidad_hechos_lugar_dom_part,cantidad_hechos_lugar_sd,cantidad_hechos_arma_de_fuego,cantidad_hechos_arma_otra,cantidad_hechos_arma_sin_arma,cantidad_hechos_arma_sd,cantidad_hechos_origen_denuncia,cantidad_hechos_origen_intervenc,cantidad_hechos_origen_orden_jud,cantidad_hechos_origen_otro,cant_hechos_agrav_por_lesiones,cant_hechos_agrav_sin_lesiones,cantidad_inculpados,cantidad_inculpados_sexo_masc,cantidad_inculpados_sexo_fem,cantidad_inculpados_sexo_sd,cantidad_inculpados_edad_0_15,cantidad_inculpados_edad_16_17,cantidad_inculpados_edad_mas_18,cantidad_inculpados_edad_sd,trimestre,población total,ocupados con ingresos,poblacion_por_departamento,mes,cba-linea de indigencia,inversa del coeficiente de engel,cba-linea de pobreza,nivel general,alimentos y bebidas no alcohólicas,bebidas alcohólicas y tabaco,prendas de vestir y calzado,"vivienda, agua, electricidad y otros combustibles",equipamiento y mantenimiento del hogar,salud,transporte,comunicación,recreación y cultura,educación,restaurantes y hoteles,bienes y servicios varios,impuesto_total,impuesto ingresos brutos,convenio multilateral,impuesto de sellos,impuesto inmobiliario
94,Tierra del Fuego,94014,Ushuaia,2018,Agosto,3,Robos (excluir de automotores bancos y motocicletas),7,2,5,1,3,2,1,0,0,7,0,6,1,0,0,0,0,3,3,0,0,0,2,1,0,3er trimestre,157720,60798,73541,8,2782.76,2.84,7903.04,154.21,147.13,139.8,129.0,190.77,149.29,156.34,170.36,164.39,155.06,161.77,148.04,148.37,874625021.0,96271998.0,233076271.0,27494974.0,60991.0
94,Tierra del Fuego,94014,Ushuaia,2018,Agosto,7,Secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,157720,60798,73541,8,2782.76,2.84,7903.04,154.21,147.13,139.8,129.0,190.77,149.29,156.34,170.36,164.39,155.06,161.77,148.04,148.37,874625021.0,96271998.0,233076271.0,27494974.0,60991.0
94,Tierra del Fuego,94007,Río Grande,2018,Septiembre,6,Extorsiones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,157720,60798,91133,9,3015.31,2.83,8533.33,164.33,157.11,145.69,134.8,202.43,161.45,163.49,190.56,165.27,163.65,163.52,154.68,158.92,992193481.0,94762046.0,285347328.0,25797728.0,2863.0
94,Tierra del Fuego,94007,Río Grande,2018,Septiembre,2,Hurto de automotores,2,0,2,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,157720,60798,91133,9,3015.31,2.83,8533.33,164.33,157.11,145.69,134.8,202.43,161.45,163.49,190.56,165.27,163.65,163.52,154.68,158.92,992193481.0,94762046.0,285347328.0,25797728.0,2863.0
94,Tierra del Fuego,94007,Río Grande,2018,Septiembre,1,Hurtos (excluir de automotores),57,18,39,9,7,41,0,0,0,57,0,47,10,0,0,0,0,22,22,0,0,3,0,6,13,3er trimestre,157720,60798,91133,9,3015.31,2.83,8533.33,164.33,157.11,145.69,134.8,202.43,161.45,163.49,190.56,165.27,163.65,163.52,154.68,158.92,992193481.0,94762046.0,285347328.0,25797728.0,2863.0
94,Tierra del Fuego,94007,Río Grande,2018,Septiembre,4,Robo de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,157720,60798,91133,9,3015.31,2.83,8533.33,164.33,157.11,145.69,134.8,202.43,161.45,163.49,190.56,165.27,163.65,163.52,154.68,158.92,992193481.0,94762046.0,285347328.0,25797728.0,2863.0
94,Tierra del Fuego,94007,Río Grande,2018,Septiembre,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,157720,60798,91133,9,3015.31,2.83,8533.33,164.33,157.11,145.69,134.8,202.43,161.45,163.49,190.56,165.27,163.65,163.52,154.68,158.92,992193481.0,94762046.0,285347328.0,25797728.0,2863.0
94,Tierra del Fuego,94007,Río Grande,2018,Septiembre,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,157720,60798,91133,9,3015.31,2.83,8533.33,164.33,157.11,145.69,134.8,202.43,161.45,163.49,190.56,165.27,163.65,163.52,154.68,158.92,992193481.0,94762046.0,285347328.0,25797728.0,2863.0
94,Tierra del Fuego,94007,Río Grande,2018,Septiembre,3,Robos (excluir de automotores bancos y motocicletas),68,7,61,12,4,52,0,0,0,68,0,61,7,0,0,0,0,9,8,1,0,1,0,4,4,3er trimestre,157720,60798,91133,9,3015.31,2.83,8533.33,164.33,157.11,145.69,134.8,202.43,161.45,163.49,190.56,165.27,163.65,163.52,154.68,158.92,992193481.0,94762046.0,285347328.0,25797728.0,2863.0
94,Tierra del Fuego,94007,Río Grande,2018,Septiembre,7,Secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,157720,60798,91133,9,3015.31,2.83,8533.33,164.33,157.11,145.69,134.8,202.43,161.45,163.49,190.56,165.27,163.65,163.52,154.68,158.92,992193481.0,94762046.0,285347328.0,25797728.0,2863.0
94,Tierra del Fuego,94014,Ushuaia,2018,Septiembre,6,Extorsiones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,157720,60798,73541,9,3015.31,2.83,8533.33,164.33,157.11,145.69,134.8,202.43,161.45,163.49,190.56,165.27,163.65,163.52,154.68,158.92,992193481.0,94762046.0,285347328.0,25797728.0,2863.0
94,Tierra del Fuego,94014,Ushuaia,2018,Septiembre,2,Hurto de automotores,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,3er trimestre,157720,60798,73541,9,3015.31,2.83,8533.33,164.33,157.11,145.69,134.8,202.43,161.45,163.49,190.56,165.27,163.65,163.52,154.68,158.92,992193481.0,94762046.0,285347328.0,25797728.0,2863.0
94,Tierra del Fuego,94014,Ushuaia,2018,Septiembre,1,Hurtos (excluir de automotores),24,12,12,4,6,12,2,0,0,24,0,24,0,0,0,0,0,15,13,2,0,0,0,15,0,3er trimestre,157720,60798,73541,9,3015.31,2.83,8533.33,164.33,157.11,145.69,134.8,202.43,161.45,163.49,190.56,165.27,163.65,163.52,154.68,158.92,992193481.0,94762046.0,285347328.0,25797728.0,2863.0
94,Tierra del Fuego,94014,Ushuaia,2018,Septiembre,4,Robo de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,157720,60798,73541,9,3015.31,2.83,8533.33,164.33,157.11,145.69,134.8,202.43,161.45,163.49,190.56,165.27,163.65,163.52,154.68,158.92,992193481.0,94762046.0,285347328.0,25797728.0,2863.0
94,Tierra del Fuego,94014,Ushuaia,2018,Septiembre,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,157720,60798,73541,9,3015.31,2.83,8533.33,164.33,157.11,145.69,134.8,202.43,161.45,163.49,190.56,165.27,163.65,163.52,154.68,158.92,992193481.0,94762046.0,285347328.0,25797728.0,2863.0
94,Tierra del Fuego,94014,Ushuaia,2018,Septiembre,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,157720,60798,73541,9,3015.31,2.83,8533.33,164.33,157.11,145.69,134.8,202.43,161.45,163.49,190.56,165.27,163.65,163.52,154.68,158.92,992193481.0,94762046.0,285347328.0,25797728.0,2863.0
94,Tierra del Fuego,94014,Ushuaia,2018,Septiembre,3,Robos (excluir de automotores bancos y motocicletas),2,0,2,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,157720,60798,73541,9,3015.31,2.83,8533.33,164.33,157.11,145.69,134.8,202.43,161.45,163.49,190.56,165.27,163.65,163.52,154.68,158.92,992193481.0,94762046.0,285347328.0,25797728.0,2863.0
94,Tierra del Fuego,94014,Ushuaia,2018,Septiembre,7,Secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,157720,60798,73541,9,3015.31,2.83,8533.33,164.33,157.11,145.69,134.8,202.43,161.45,163.49,190.56,165.27,163.65,163.52,154.68,158.92,992193481.0,94762046.0,285347328.0,25797728.0,2863.0
94,Tierra del Fuego,94007,Río Grande,2018,Octubre,6,Extorsiones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,91133,10,3242.01,2.82,9142.47,173.87,166.21,148.08,140.58,222.34,168.92,170.9,205.65,167.36,171.47,164.25,160.52,169.93,975928622.0,95882787.0,268214412.0,28331905.0,58985.0
94,Tierra del Fuego,94007,Río Grande,2018,Octubre,2,Hurto de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,91133,10,3242.01,2.82,9142.47,173.87,166.21,148.08,140.58,222.34,168.92,170.9,205.65,167.36,171.47,164.25,160.52,169.93,975928622.0,95882787.0,268214412.0,28331905.0,58985.0
94,Tierra del Fuego,94007,Río Grande,2018,Octubre,1,Hurtos (excluir de automotores),67,17,50,15,11,41,0,0,0,67,0,50,17,0,0,0,0,17,15,2,0,1,4,12,0,4to trimestre,158763,61074,91133,10,3242.01,2.82,9142.47,173.87,166.21,148.08,140.58,222.34,168.92,170.9,205.65,167.36,171.47,164.25,160.52,169.93,975928622.0,95882787.0,268214412.0,28331905.0,58985.0
94,Tierra del Fuego,94007,Río Grande,2018,Octubre,4,Robo de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,91133,10,3242.01,2.82,9142.47,173.87,166.21,148.08,140.58,222.34,168.92,170.9,205.65,167.36,171.47,164.25,160.52,169.93,975928622.0,95882787.0,268214412.0,28331905.0,58985.0
94,Tierra del Fuego,94007,Río Grande,2018,Octubre,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,91133,10,3242.01,2.82,9142.47,173.87,166.21,148.08,140.58,222.34,168.92,170.9,205.65,167.36,171.47,164.25,160.52,169.93,975928622.0,95882787.0,268214412.0,28331905.0,58985.0
94,Tierra del Fuego,94007,Río Grande,2018,Octubre,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,91133,10,3242.01,2.82,9142.47,173.87,166.21,148.08,140.58,222.34,168.92,170.9,205.65,167.36,171.47,164.25,160.52,169.93,975928622.0,95882787.0,268214412.0,28331905.0,58985.0
94,Tierra del Fuego,94007,Río Grande,2018,Octubre,3,Robos (excluir de automotores bancos y motocicletas),38,5,33,7,4,27,0,2,1,35,0,24,14,0,0,0,0,8,8,0,0,0,0,8,0,4to trimestre,158763,61074,91133,10,3242.01,2.82,9142.47,173.87,166.21,148.08,140.58,222.34,168.92,170.9,205.65,167.36,171.47,164.25,160.52,169.93,975928622.0,95882787.0,268214412.0,28331905.0,58985.0
94,Tierra del Fuego,94007,Río Grande,2018,Octubre,7,Secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,91133,10,3242.01,2.82,9142.47,173.87,166.21,148.08,140.58,222.34,168.92,170.9,205.65,167.36,171.47,164.25,160.52,169.93,975928622.0,95882787.0,268214412.0,28331905.0,58985.0
94,Tierra del Fuego,94014,Ushuaia,2018,Octubre,6,Extorsiones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,73541,10,3242.01,2.82,9142.47,173.87,166.21,148.08,140.58,222.34,168.92,170.9,205.65,167.36,171.47,164.25,160.52,169.93,975928622.0,95882787.0,268214412.0,28331905.0,58985.0
94,Tierra del Fuego,94014,Ushuaia,2018,Octubre,2,Hurto de automotores,3,0,3,2,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,73541,10,3242.01,2.82,9142.47,173.87,166.21,148.08,140.58,222.34,168.92,170.9,205.65,167.36,171.47,164.25,160.52,169.93,975928622.0,95882787.0,268214412.0,28331905.0,58985.0
94,Tierra del Fuego,94014,Ushuaia,2018,Octubre,1,Hurtos (excluir de automotores),22,10,12,7,5,10,0,0,0,22,0,18,4,0,0,0,0,11,8,3,0,0,0,11,0,4to trimestre,158763,61074,73541,10,3242.01,2.82,9142.47,173.87,166.21,148.08,140.58,222.34,168.92,170.9,205.65,167.36,171.47,164.25,160.52,169.93,975928622.0,95882787.0,268214412.0,28331905.0,58985.0
94,Tierra del Fuego,94014,Ushuaia,2018,Octubre,4,Robo de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,73541,10,3242.01,2.82,9142.47,173.87,166.21,148.08,140.58,222.34,168.92,170.9,205.65,167.36,171.47,164.25,160.52,169.93,975928622.0,95882787.0,268214412.0,28331905.0,58985.0
94,Tierra del Fuego,94014,Ushuaia,2018,Octubre,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,73541,10,3242.01,2.82,9142.47,173.87,166.21,148.08,140.58,222.34,168.92,170.9,205.65,167.36,171.47,164.25,160.52,169.93,975928622.0,95882787.0,268214412.0,28331905.0,58985.0
94,Tierra del Fuego,94014,Ushuaia,2018,Octubre,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,73541,10,3242.01,2.82,9142.47,173.87,166.21,148.08,140.58,222.34,168.92,170.9,205.65,167.36,171.47,164.25,160.52,169.93,975928622.0,95882787.0,268214412.0,28331905.0,58985.0
94,Tierra del Fuego,94014,Ushuaia,2018,Octubre,3,Robos (excluir de automotores bancos y motocicletas),8,1,7,1,3,4,0,0,0,8,0,4,4,0,0,0,0,2,2,0,0,0,0,2,0,4to trimestre,158763,61074,73541,10,3242.01,2.82,9142.47,173.87,166.21,148.08,140.58,222.34,168.92,170.9,205.65,167.36,171.47,164.25,160.52,169.93,975928622.0,95882787.0,268214412.0,28331905.0,58985.0
94,Tierra del Fuego,94014,Ushuaia,2018,Octubre,7,Secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,73541,10,3242.01,2.82,9142.47,173.87,166.21,148.08,140.58,222.34,168.92,170.9,205.65,167.36,171.47,164.25,160.52,169.93,975928622.0,95882787.0,268214412.0,28331905.0,58985.0
94,Tierra del Fuego,94007,Río Grande,2018,Noviembre,6,Extorsiones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,91133,11,3387.27,2.82,9552.1,181.15,174.5,155.64,146.68,233.08,177.11,184.34,210.24,171.28,176.06,164.8,164.95,180.82,967082387.0,93003852.0,260428257.0,28364291.0,2106738.0
94,Tierra del Fuego,94007,Río Grande,2018,Noviembre,2,Hurto de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,91133,11,3387.27,2.82,9552.1,181.15,174.5,155.64,146.68,233.08,177.11,184.34,210.24,171.28,176.06,164.8,164.95,180.82,967082387.0,93003852.0,260428257.0,28364291.0,2106738.0
94,Tierra del Fuego,94007,Río Grande,2018,Noviembre,1,Hurtos (excluir de automotores),61,14,47,15,10,36,0,0,0,61,0,53,8,0,0,0,0,14,14,0,0,1,2,11,0,4to trimestre,158763,61074,91133,11,3387.27,2.82,9552.1,181.15,174.5,155.64,146.68,233.08,177.11,184.34,210.24,171.28,176.06,164.8,164.95,180.82,967082387.0,93003852.0,260428257.0,28364291.0,2106738.0
94,Tierra del Fuego,94007,Río Grande,2018,Noviembre,4,Robo de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,91133,11,3387.27,2.82,9552.1,181.15,174.5,155.64,146.68,233.08,177.11,184.34,210.24,171.28,176.06,164.8,164.95,180.82,967082387.0,93003852.0,260428257.0,28364291.0,2106738.0
94,Tierra del Fuego,94007,Río Grande,2018,Noviembre,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,91133,11,3387.27,2.82,9552.1,181.15,174.5,155.64,146.68,233.08,177.11,184.34,210.24,171.28,176.06,164.8,164.95,180.82,967082387.0,93003852.0,260428257.0,28364291.0,2106738.0
94,Tierra del Fuego,94007,Río Grande,2018,Noviembre,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,91133,11,3387.27,2.82,9552.1,181.15,174.5,155.64,146.68,233.08,177.11,184.34,210.24,171.28,176.06,164.8,164.95,180.82,967082387.0,93003852.0,260428257.0,28364291.0,2106738.0
94,Tierra del Fuego,94007,Río Grande,2018,Noviembre,3,Robos (excluir de automotores bancos y motocicletas),50,6,44,17,4,29,0,0,0,50,0,43,7,0,0,0,0,6,4,2,0,0,0,6,0,4to trimestre,158763,61074,91133,11,3387.27,2.82,9552.1,181.15,174.5,155.64,146.68,233.08,177.11,184.34,210.24,171.28,176.06,164.8,164.95,180.82,967082387.0,93003852.0,260428257.0,28364291.0,2106738.0
94,Tierra del Fuego,94007,Río Grande,2018,Noviembre,7,Secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,91133,11,3387.27,2.82,9552.1,181.15,174.5,155.64,146.68,233.08,177.11,184.34,210.24,171.28,176.06,164.8,164.95,180.82,967082387.0,93003852.0,260428257.0,28364291.0,2106738.0
94,Tierra del Fuego,94014,Ushuaia,2018,Noviembre,6,Extorsiones,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,73541,11,3387.27,2.82,9552.1,181.15,174.5,155.64,146.68,233.08,177.11,184.34,210.24,171.28,176.06,164.8,164.95,180.82,967082387.0,93003852.0,260428257.0,28364291.0,2106738.0
94,Tierra del Fuego,94014,Ushuaia,2018,Noviembre,2,Hurto de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,73541,11,3387.27,2.82,9552.1,181.15,174.5,155.64,146.68,233.08,177.11,184.34,210.24,171.28,176.06,164.8,164.95,180.82,967082387.0,93003852.0,260428257.0,28364291.0,2106738.0
94,Tierra del Fuego,94014,Ushuaia,2018,Noviembre,1,Hurtos (excluir de automotores),29,9,20,8,7,14,0,0,0,29,0,26,3,0,0,0,0,13,9,4,0,0,0,13,0,4to trimestre,158763,61074,73541,11,3387.27,2.82,9552.1,181.15,174.5,155.64,146.68,233.08,177.11,184.34,210.24,171.28,176.06,164.8,164.95,180.82,967082387.0,93003852.0,260428257.0,28364291.0,2106738.0
94,Tierra del Fuego,94014,Ushuaia,2018,Noviembre,4,Robo de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,73541,11,3387.27,2.82,9552.1,181.15,174.5,155.64,146.68,233.08,177.11,184.34,210.24,171.28,176.06,164.8,164.95,180.82,967082387.0,93003852.0,260428257.0,28364291.0,2106738.0
94,Tierra del Fuego,94014,Ushuaia,2018,Noviembre,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,73541,11,3387.27,2.82,9552.1,181.15,174.5,155.64,146.68,233.08,177.11,184.34,210.24,171.28,176.06,164.8,164.95,180.82,967082387.0,93003852.0,260428257.0,28364291.0,2106738.0
94,Tierra del Fuego,94014,Ushuaia,2018,Noviembre,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,73541,11,3387.27,2.82,9552.1,181.15,174.5,155.64,146.68,233.08,177.11,184.34,210.24,171.28,176.06,164.8,164.95,180.82,967082387.0,93003852.0,260428257.0,28364291.0,2106738.0
94,Tierra del Fuego,94014,Ushuaia,2018,Noviembre,3,Robos (excluir de automotores bancos y motocicletas),9,4,5,4,4,1,0,0,0,9,0,8,1,0,0,0,0,8,7,1,0,0,0,8,0,4to trimestre,158763,61074,73541,11,3387.27,2.82,9552.1,181.15,174.5,155.64,146.68,233.08,177.11,184.34,210.24,171.28,176.06,164.8,164.95,180.82,967082387.0,93003852.0,260428257.0,28364291.0,2106738.0
94,Tierra del Fuego,94014,Ushuaia,2018,Noviembre,7,Secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,73541,11,3387.27,2.82,9552.1,181.15,174.5,155.64,146.68,233.08,177.11,184.34,210.24,171.28,176.06,164.8,164.95,180.82,967082387.0,93003852.0,260428257.0,28364291.0,2106738.0
94,Tierra del Fuego,94007,Río Grande,2018,Diciembre,6,Extorsiones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,91133,12,3393.87,2.84,9638.59,185.91,178.14,157.95,149.57,237.15,181.38,195.41,215.45,185.07,180.12,164.8,170.96,190.66,903748434.0,105140969.0,273080143.0,31041224.0,577152.0
94,Tierra del Fuego,94007,Río Grande,2018,Diciembre,2,Hurto de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,91133,12,3393.87,2.84,9638.59,185.91,178.14,157.95,149.57,237.15,181.38,195.41,215.45,185.07,180.12,164.8,170.96,190.66,903748434.0,105140969.0,273080143.0,31041224.0,577152.0
94,Tierra del Fuego,94007,Río Grande,2018,Diciembre,1,Hurtos (excluir de automotores),43,6,37,2,9,32,0,0,0,43,0,18,25,0,0,0,0,6,5,1,0,0,1,5,0,4to trimestre,158763,61074,91133,12,3393.87,2.84,9638.59,185.91,178.14,157.95,149.57,237.15,181.38,195.41,215.45,185.07,180.12,164.8,170.96,190.66,903748434.0,105140969.0,273080143.0,31041224.0,577152.0
94,Tierra del Fuego,94007,Río Grande,2018,Diciembre,4,Robo de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,91133,12,3393.87,2.84,9638.59,185.91,178.14,157.95,149.57,237.15,181.38,195.41,215.45,185.07,180.12,164.8,170.96,190.66,903748434.0,105140969.0,273080143.0,31041224.0,577152.0
94,Tierra del Fuego,94007,Río Grande,2018,Diciembre,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,91133,12,3393.87,2.84,9638.59,185.91,178.14,157.95,149.57,237.15,181.38,195.41,215.45,185.07,180.12,164.8,170.96,190.66,903748434.0,105140969.0,273080143.0,31041224.0,577152.0
94,Tierra del Fuego,94007,Río Grande,2018,Diciembre,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,91133,12,3393.87,2.84,9638.59,185.91,178.14,157.95,149.57,237.15,181.38,195.41,215.45,185.07,180.12,164.8,170.96,190.66,903748434.0,105140969.0,273080143.0,31041224.0,577152.0
94,Tierra del Fuego,94007,Río Grande,2018,Diciembre,3,Robos (excluir de automotores bancos y motocicletas),59,8,51,12,6,41,0,2,1,56,0,13,46,0,0,0,0,10,10,0,0,3,0,7,0,4to trimestre,158763,61074,91133,12,3393.87,2.84,9638.59,185.91,178.14,157.95,149.57,237.15,181.38,195.41,215.45,185.07,180.12,164.8,170.96,190.66,903748434.0,105140969.0,273080143.0,31041224.0,577152.0
94,Tierra del Fuego,94007,Río Grande,2018,Diciembre,7,Secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,91133,12,3393.87,2.84,9638.59,185.91,178.14,157.95,149.57,237.15,181.38,195.41,215.45,185.07,180.12,164.8,170.96,190.66,903748434.0,105140969.0,273080143.0,31041224.0,577152.0
94,Tierra del Fuego,94014,Ushuaia,2018,Diciembre,6,Extorsiones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,73541,12,3393.87,2.84,9638.59,185.91,178.14,157.95,149.57,237.15,181.38,195.41,215.45,185.07,180.12,164.8,170.96,190.66,903748434.0,105140969.0,273080143.0,31041224.0,577152.0
94,Tierra del Fuego,94014,Ushuaia,2018,Diciembre,2,Hurto de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,73541,12,3393.87,2.84,9638.59,185.91,178.14,157.95,149.57,237.15,181.38,195.41,215.45,185.07,180.12,164.8,170.96,190.66,903748434.0,105140969.0,273080143.0,31041224.0,577152.0
94,Tierra del Fuego,94014,Ushuaia,2018,Diciembre,1,Hurtos (excluir de automotores),31,10,21,5,14,12,0,0,0,31,0,31,0,0,0,0,0,14,9,5,0,0,1,13,0,4to trimestre,158763,61074,73541,12,3393.87,2.84,9638.59,185.91,178.14,157.95,149.57,237.15,181.38,195.41,215.45,185.07,180.12,164.8,170.96,190.66,903748434.0,105140969.0,273080143.0,31041224.0,577152.0
94,Tierra del Fuego,94014,Ushuaia,2018,Diciembre,4,Robo de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,73541,12,3393.87,2.84,9638.59,185.91,178.14,157.95,149.57,237.15,181.38,195.41,215.45,185.07,180.12,164.8,170.96,190.66,903748434.0,105140969.0,273080143.0,31041224.0,577152.0
94,Tierra del Fuego,94014,Ushuaia,2018,Diciembre,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,73541,12,3393.87,2.84,9638.59,185.91,178.14,157.95,149.57,237.15,181.38,195.41,215.45,185.07,180.12,164.8,170.96,190.66,903748434.0,105140969.0,273080143.0,31041224.0,577152.0
94,Tierra del Fuego,94014,Ushuaia,2018,Diciembre,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,158763,61074,73541,12,3393.87,2.84,9638.59,185.91,178.14,157.95,149.57,237.15,181.38,195.41,215.45,185.07,180.12,164.8,170.96,190.66,903748434.0,105140969.0,273080143.0,31041224.0,577152.0
