provincia_id,provincia_nombre,departamento_id,departamento_nombre,anio,mes_2,codigo_delito_sat_prop,nombre_delito_sat_prop,cantidad_hechos,cantidad_hechos_inc_conocido,cantidad_hechos_inc_desconocido,cantidad_hechos_lugar_via_publ,cantidad_hechos_lugar_establec,cantidad_hechos_lugar_dom_part,cantidad_hechos_lugar_sd,cantidad_hechos_arma_de_fuego,cantidad_hechos_arma_otra,cantidad_hechos_arma_sin_arma,cantidad_hechos_arma_sd,cantidad_hechos_origen_denuncia,cantidad_hechos_origen_intervenc,cantidad_hechos_origen_orden_jud,cantidad_hechos_origen_otro,cant_hechos_agrav_por_lesiones,cant_hechos_agrav_sin_lesiones,cantidad_inculpados,cantidad_inculpados_sexo_masc,cantidad_inculpados_sexo_fem,cantidad_inculpados_sexo_sd,cantidad_inculpados_edad_0_15,cantidad_inculpados_edad_16_17,cantidad_inculpados_edad_mas_18,cantidad_inculpados_edad_sd,Trimestre,Población total,Ocupados con ingresos,poblacion_por_departamento,mes,CBA-Linea de Indigencia,inversa del coeficiente de Engel,CBA-Linea de pobreza,Nivel general,Alimentos y bebidas no alcohólicas,Bebidas alcohólicas y tabaco,Prendas de vestir y calzado,"Vivienda, agua, electricidad y otros combustibles",Equipamiento y mantenimiento del hogar,Salud,Transporte,Comunicación,Recreación y cultura,Educación,Restaurantes y hoteles,Bienes y servicios varios,Total,Impuesto ingresos brutos,Convenio multilateral,Impuesto de sellos,Impuesto inmobiliario
94,Tierra del Fuego,94014,Ushuaia,2017,Abril,1,Hurtos (excluir de automotores),23,7,16,7,5,10,1,0,0,23,0,22,1,0,0,0,0,7,6,1,0,0,1,6,0,2do trimestre,152940,62512,71689.0,4,1975.67,2.78,5492.3625999999995,108.6517,105.4772,109.665,105.76,119.3459,103.6556,110.6841,107.5492,115.2587,108.9559,123.6835,107.6891,108.838,"596,500,020","63,108,045","235,841,071","20,348,071","25,087"
94,Tierra del Fuego,94014,Ushuaia,2017,Abril,4,Robo de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2do trimestre,152940,62512,71689.0,4,1975.67,2.78,5492.3625999999995,108.6517,105.4772,109.665,105.76,119.3459,103.6556,110.6841,107.5492,115.2587,108.9559,123.6835,107.6891,108.838,"596,500,020","63,108,045","235,841,071","20,348,071","25,087"
94,Tierra del Fuego,94014,Ushuaia,2017,Abril,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2do trimestre,152940,62512,71689.0,4,1975.67,2.78,5492.3625999999995,108.6517,105.4772,109.665,105.76,119.3459,103.6556,110.6841,107.5492,115.2587,108.9559,123.6835,107.6891,108.838,"596,500,020","63,108,045","235,841,071","20,348,071","25,087"
94,Tierra del Fuego,94014,Ushuaia,2017,Abril,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2do trimestre,152940,62512,71689.0,4,1975.67,2.78,5492.3625999999995,108.6517,105.4772,109.665,105.76,119.3459,103.6556,110.6841,107.5492,115.2587,108.9559,123.6835,107.6891,108.838,"596,500,020","63,108,045","235,841,071","20,348,071","25,087"
94,Tierra del Fuego,94014,Ushuaia,2017,Abril,3,Robos (excluir de automotores bancos y motocicletas),16,6,10,4,2,10,0,0,0,16,0,13,3,0,0,0,0,6,4,2,0,0,0,6,0,2do trimestre,152940,62512,71689.0,4,1975.67,2.78,5492.3625999999995,108.6517,105.4772,109.665,105.76,119.3459,103.6556,110.6841,107.5492,115.2587,108.9559,123.6835,107.6891,108.838,"596,500,020","63,108,045","235,841,071","20,348,071","25,087"
94,Tierra del Fuego,94014,Ushuaia,2017,Abril,7,Secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2do trimestre,152940,62512,71689.0,4,1975.67,2.78,5492.3625999999995,108.6517,105.4772,109.665,105.76,119.3459,103.6556,110.6841,107.5492,115.2587,108.9559,123.6835,107.6891,108.838,"596,500,020","63,108,045","235,841,071","20,348,071","25,087"
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Abril,6,Extorsiones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2do trimestre,152940,62512,,4,1975.67,2.78,5492.3625999999995,108.6517,105.4772,109.665,105.76,119.3459,103.6556,110.6841,107.5492,115.2587,108.9559,123.6835,107.6891,108.838,"596,500,020","63,108,045","235,841,071","20,348,071","25,087"
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Abril,2,Hurto de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2do trimestre,152940,62512,,4,1975.67,2.78,5492.3625999999995,108.6517,105.4772,109.665,105.76,119.3459,103.6556,110.6841,107.5492,115.2587,108.9559,123.6835,107.6891,108.838,"596,500,020","63,108,045","235,841,071","20,348,071","25,087"
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Abril,1,Hurtos (excluir de automotores),1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2do trimestre,152940,62512,,4,1975.67,2.78,5492.3625999999995,108.6517,105.4772,109.665,105.76,119.3459,103.6556,110.6841,107.5492,115.2587,108.9559,123.6835,107.6891,108.838,"596,500,020","63,108,045","235,841,071","20,348,071","25,087"
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Abril,4,Robo de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2do trimestre,152940,62512,,4,1975.67,2.78,5492.3625999999995,108.6517,105.4772,109.665,105.76,119.3459,103.6556,110.6841,107.5492,115.2587,108.9559,123.6835,107.6891,108.838,"596,500,020","63,108,045","235,841,071","20,348,071","25,087"
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Abril,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2do trimestre,152940,62512,,4,1975.67,2.78,5492.3625999999995,108.6517,105.4772,109.665,105.76,119.3459,103.6556,110.6841,107.5492,115.2587,108.9559,123.6835,107.6891,108.838,"596,500,020","63,108,045","235,841,071","20,348,071","25,087"
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Abril,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2do trimestre,152940,62512,,4,1975.67,2.78,5492.3625999999995,108.6517,105.4772,109.665,105.76,119.3459,103.6556,110.6841,107.5492,115.2587,108.9559,123.6835,107.6891,108.838,"596,500,020","63,108,045","235,841,071","20,348,071","25,087"
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Abril,3,Robos (excluir de automotores bancos y motocicletas),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2do trimestre,152940,62512,,4,1975.67,2.78,5492.3625999999995,108.6517,105.4772,109.665,105.76,119.3459,103.6556,110.6841,107.5492,115.2587,108.9559,123.6835,107.6891,108.838,"596,500,020","63,108,045","235,841,071","20,348,071","25,087"
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Abril,7,Secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2do trimestre,152940,62512,,4,1975.67,2.78,5492.3625999999995,108.6517,105.4772,109.665,105.76,119.3459,103.6556,110.6841,107.5492,115.2587,108.9559,123.6835,107.6891,108.838,"596,500,020","63,108,045","235,841,071","20,348,071","25,087"
94,Tierra del Fuego,94007,Río Grande,2017,Agosto,6,Extorsiones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,154078,60674,88768.0,8,2074.38,2.77,5746.0326000000005,115.3036,110.5112,117.2341,110.2047,131.1214,110.7126,119.4044,113.9424,119.0533,119.7007,126.1421,113.6027,114.9677,"577,771,182","70,387,541","211,244,393","22,022,743","163,149"
94,Tierra del Fuego,94007,Río Grande,2017,Agosto,2,Hurto de automotores,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,154078,60674,88768.0,8,2074.38,2.77,5746.0326000000005,115.3036,110.5112,117.2341,110.2047,131.1214,110.7126,119.4044,113.9424,119.0533,119.7007,126.1421,113.6027,114.9677,"577,771,182","70,387,541","211,244,393","22,022,743","163,149"
94,Tierra del Fuego,94007,Río Grande,2017,Agosto,1,Hurtos (excluir de automotores),44,9,35,6,5,33,0,0,0,44,0,27,17,0,0,0,0,10,10,0,0,1,0,9,0,3er trimestre,154078,60674,88768.0,8,2074.38,2.77,5746.0326000000005,115.3036,110.5112,117.2341,110.2047,131.1214,110.7126,119.4044,113.9424,119.0533,119.7007,126.1421,113.6027,114.9677,"577,771,182","70,387,541","211,244,393","22,022,743","163,149"
94,Tierra del Fuego,94007,Río Grande,2017,Agosto,4,Robo de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,154078,60674,88768.0,8,2074.38,2.77,5746.0326000000005,115.3036,110.5112,117.2341,110.2047,131.1214,110.7126,119.4044,113.9424,119.0533,119.7007,126.1421,113.6027,114.9677,"577,771,182","70,387,541","211,244,393","22,022,743","163,149"
94,Tierra del Fuego,94007,Río Grande,2017,Agosto,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,154078,60674,88768.0,8,2074.38,2.77,5746.0326000000005,115.3036,110.5112,117.2341,110.2047,131.1214,110.7126,119.4044,113.9424,119.0533,119.7007,126.1421,113.6027,114.9677,"577,771,182","70,387,541","211,244,393","22,022,743","163,149"
94,Tierra del Fuego,94007,Río Grande,2017,Agosto,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,154078,60674,88768.0,8,2074.38,2.77,5746.0326000000005,115.3036,110.5112,117.2341,110.2047,131.1214,110.7126,119.4044,113.9424,119.0533,119.7007,126.1421,113.6027,114.9677,"577,771,182","70,387,541","211,244,393","22,022,743","163,149"
94,Tierra del Fuego,94007,Río Grande,2017,Agosto,3,Robos (excluir de automotores bancos y motocicletas),55,10,45,8,6,41,0,1,1,53,0,28,27,0,0,0,0,11,11,0,0,0,4,7,0,3er trimestre,154078,60674,88768.0,8,2074.38,2.77,5746.0326000000005,115.3036,110.5112,117.2341,110.2047,131.1214,110.7126,119.4044,113.9424,119.0533,119.7007,126.1421,113.6027,114.9677,"577,771,182","70,387,541","211,244,393","22,022,743","163,149"
94,Tierra del Fuego,94007,Río Grande,2017,Agosto,7,Secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,154078,60674,88768.0,8,2074.38,2.77,5746.0326000000005,115.3036,110.5112,117.2341,110.2047,131.1214,110.7126,119.4044,113.9424,119.0533,119.7007,126.1421,113.6027,114.9677,"577,771,182","70,387,541","211,244,393","22,022,743","163,149"
94,Tierra del Fuego,94014,Ushuaia,2017,Agosto,6,Extorsiones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,154078,60674,71689.0,8,2074.38,2.77,5746.0326000000005,115.3036,110.5112,117.2341,110.2047,131.1214,110.7126,119.4044,113.9424,119.0533,119.7007,126.1421,113.6027,114.9677,"577,771,182","70,387,541","211,244,393","22,022,743","163,149"
94,Tierra del Fuego,94014,Ushuaia,2017,Agosto,2,Hurto de automotores,2,0,2,1,0,1,0,0,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,3er trimestre,154078,60674,71689.0,8,2074.38,2.77,5746.0326000000005,115.3036,110.5112,117.2341,110.2047,131.1214,110.7126,119.4044,113.9424,119.0533,119.7007,126.1421,113.6027,114.9677,"577,771,182","70,387,541","211,244,393","22,022,743","163,149"
94,Tierra del Fuego,94014,Ushuaia,2017,Agosto,1,Hurtos (excluir de automotores),32,9,23,4,10,18,0,0,0,32,0,27,5,0,0,0,0,9,9,0,0,2,0,7,0,3er trimestre,154078,60674,71689.0,8,2074.38,2.77,5746.0326000000005,115.3036,110.5112,117.2341,110.2047,131.1214,110.7126,119.4044,113.9424,119.0533,119.7007,126.1421,113.6027,114.9677,"577,771,182","70,387,541","211,244,393","22,022,743","163,149"
94,Tierra del Fuego,94014,Ushuaia,2017,Agosto,4,Robo de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,154078,60674,71689.0,8,2074.38,2.77,5746.0326000000005,115.3036,110.5112,117.2341,110.2047,131.1214,110.7126,119.4044,113.9424,119.0533,119.7007,126.1421,113.6027,114.9677,"577,771,182","70,387,541","211,244,393","22,022,743","163,149"
94,Tierra del Fuego,94014,Ushuaia,2017,Agosto,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,154078,60674,71689.0,8,2074.38,2.77,5746.0326000000005,115.3036,110.5112,117.2341,110.2047,131.1214,110.7126,119.4044,113.9424,119.0533,119.7007,126.1421,113.6027,114.9677,"577,771,182","70,387,541","211,244,393","22,022,743","163,149"
94,Tierra del Fuego,94014,Ushuaia,2017,Agosto,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,154078,60674,71689.0,8,2074.38,2.77,5746.0326000000005,115.3036,110.5112,117.2341,110.2047,131.1214,110.7126,119.4044,113.9424,119.0533,119.7007,126.1421,113.6027,114.9677,"577,771,182","70,387,541","211,244,393","22,022,743","163,149"
94,Tierra del Fuego,94014,Ushuaia,2017,Agosto,3,Robos (excluir de automotores bancos y motocicletas),9,0,9,4,2,3,0,0,0,9,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,154078,60674,71689.0,8,2074.38,2.77,5746.0326000000005,115.3036,110.5112,117.2341,110.2047,131.1214,110.7126,119.4044,113.9424,119.0533,119.7007,126.1421,113.6027,114.9677,"577,771,182","70,387,541","211,244,393","22,022,743","163,149"
94,Tierra del Fuego,94014,Ushuaia,2017,Agosto,7,Secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,154078,60674,71689.0,8,2074.38,2.77,5746.0326000000005,115.3036,110.5112,117.2341,110.2047,131.1214,110.7126,119.4044,113.9424,119.0533,119.7007,126.1421,113.6027,114.9677,"577,771,182","70,387,541","211,244,393","22,022,743","163,149"
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Agosto,6,Extorsiones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,154078,60674,,8,2074.38,2.77,5746.0326000000005,115.3036,110.5112,117.2341,110.2047,131.1214,110.7126,119.4044,113.9424,119.0533,119.7007,126.1421,113.6027,114.9677,"577,771,182","70,387,541","211,244,393","22,022,743","163,149"
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Agosto,2,Hurto de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,154078,60674,,8,2074.38,2.77,5746.0326000000005,115.3036,110.5112,117.2341,110.2047,131.1214,110.7126,119.4044,113.9424,119.0533,119.7007,126.1421,113.6027,114.9677,"577,771,182","70,387,541","211,244,393","22,022,743","163,149"
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Agosto,1,Hurtos (excluir de automotores),2,0,2,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,154078,60674,,8,2074.38,2.77,5746.0326000000005,115.3036,110.5112,117.2341,110.2047,131.1214,110.7126,119.4044,113.9424,119.0533,119.7007,126.1421,113.6027,114.9677,"577,771,182","70,387,541","211,244,393","22,022,743","163,149"
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Agosto,4,Robo de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,154078,60674,,8,2074.38,2.77,5746.0326000000005,115.3036,110.5112,117.2341,110.2047,131.1214,110.7126,119.4044,113.9424,119.0533,119.7007,126.1421,113.6027,114.9677,"577,771,182","70,387,541","211,244,393","22,022,743","163,149"
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Agosto,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,154078,60674,,8,2074.38,2.77,5746.0326000000005,115.3036,110.5112,117.2341,110.2047,131.1214,110.7126,119.4044,113.9424,119.0533,119.7007,126.1421,113.6027,114.9677,"577,771,182","70,387,541","211,244,393","22,022,743","163,149"
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Agosto,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,154078,60674,,8,2074.38,2.77,5746.0326000000005,115.3036,110.5112,117.2341,110.2047,131.1214,110.7126,119.4044,113.9424,119.0533,119.7007,126.1421,113.6027,114.9677,"577,771,182","70,387,541","211,244,393","22,022,743","163,149"
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Agosto,3,Robos (excluir de automotores bancos y motocicletas),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,154078,60674,,8,2074.38,2.77,5746.0326000000005,115.3036,110.5112,117.2341,110.2047,131.1214,110.7126,119.4044,113.9424,119.0533,119.7007,126.1421,113.6027,114.9677,"577,771,182","70,387,541","211,244,393","22,022,743","163,149"
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Agosto,7,Secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3er trimestre,154078,60674,,8,2074.38,2.77,5746.0326000000005,115.3036,110.5112,117.2341,110.2047,131.1214,110.7126,119.4044,113.9424,119.0533,119.7007,126.1421,113.6027,114.9677,"577,771,182","70,387,541","211,244,393","22,022,743","163,149"
94,Tierra del Fuego,94007,Río Grande,2017,Diciembre,6,Extorsiones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,154882,63110,88768.0,12,2221.58,2.85,6331.503,123.4627,116.9033,122.4634,114.6141,148.7892,115.8671,128.1483,127.0849,128.7291,124.5201,129.2407,121.7159,120.8962,"797,701,551","95,778,794","213,132,797","29,025,594","238,941"
94,Tierra del Fuego,94007,Río Grande,2017,Diciembre,2,Hurto de automotores,2,0,2,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,154882,63110,88768.0,12,2221.58,2.85,6331.503,123.4627,116.9033,122.4634,114.6141,148.7892,115.8671,128.1483,127.0849,128.7291,124.5201,129.2407,121.7159,120.8962,"797,701,551","95,778,794","213,132,797","29,025,594","238,941"
94,Tierra del Fuego,94007,Río Grande,2017,Diciembre,1,Hurtos (excluir de automotores),49,12,37,9,14,26,0,0,0,49,0,36,13,0,0,0,0,12,10,2,0,1,0,11,0,4to trimestre,154882,63110,88768.0,12,2221.58,2.85,6331.503,123.4627,116.9033,122.4634,114.6141,148.7892,115.8671,128.1483,127.0849,128.7291,124.5201,129.2407,121.7159,120.8962,"797,701,551","95,778,794","213,132,797","29,025,594","238,941"
94,Tierra del Fuego,94007,Río Grande,2017,Diciembre,4,Robo de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,154882,63110,88768.0,12,2221.58,2.85,6331.503,123.4627,116.9033,122.4634,114.6141,148.7892,115.8671,128.1483,127.0849,128.7291,124.5201,129.2407,121.7159,120.8962,"797,701,551","95,778,794","213,132,797","29,025,594","238,941"
94,Tierra del Fuego,94007,Río Grande,2017,Diciembre,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,154882,63110,88768.0,12,2221.58,2.85,6331.503,123.4627,116.9033,122.4634,114.6141,148.7892,115.8671,128.1483,127.0849,128.7291,124.5201,129.2407,121.7159,120.8962,"797,701,551","95,778,794","213,132,797","29,025,594","238,941"
94,Tierra del Fuego,94007,Río Grande,2017,Diciembre,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,154882,63110,88768.0,12,2221.58,2.85,6331.503,123.4627,116.9033,122.4634,114.6141,148.7892,115.8671,128.1483,127.0849,128.7291,124.5201,129.2407,121.7159,120.8962,"797,701,551","95,778,794","213,132,797","29,025,594","238,941"
94,Tierra del Fuego,94007,Río Grande,2017,Diciembre,3,Robos (excluir de automotores bancos y motocicletas),57,10,47,18,9,30,0,0,0,57,0,28,29,0,0,0,0,10,10,0,0,0,0,10,0,4to trimestre,154882,63110,88768.0,12,2221.58,2.85,6331.503,123.4627,116.9033,122.4634,114.6141,148.7892,115.8671,128.1483,127.0849,128.7291,124.5201,129.2407,121.7159,120.8962,"797,701,551","95,778,794","213,132,797","29,025,594","238,941"
94,Tierra del Fuego,94007,Río Grande,2017,Diciembre,7,Secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4to trimestre,154882,63110,88768.0,12,2221.58,2.85,6331.503,123.4627,116.9033,122.4634,114.6141,148.7892,115.8671,128.1483,127.0849,128.7291,124.5201,129.2407,121.7159,120.8962,"797,701,551","95,778,794","213,132,797","29,025,594","238,941"
