provincia_id,provincia_nombre,departamento_id,departamento_nombre,anio,mes,codigo_delito_sat_prop,nombre_delito_sat_prop,cantidad_hechos,cantidad_hechos_inc_conocido,cantidad_hechos_inc_desconocido,cantidad_hechos_lugar_via_publ,cantidad_hechos_lugar_establec,cantidad_hechos_lugar_dom_part,cantidad_hechos_lugar_sd,cantidad_hechos_arma_de_fuego,cantidad_hechos_arma_otra,cantidad_hechos_arma_sin_arma,cantidad_hechos_arma_sd,cantidad_hechos_origen_denuncia,cantidad_hechos_origen_intervenc,cantidad_hechos_origen_orden_jud,cantidad_hechos_origen_otro,cant_hechos_agrav_por_lesiones,cant_hechos_agrav_sin_lesiones,cantidad_inculpados,cantidad_inculpados_sexo_masc,cantidad_inculpados_sexo_fem,cantidad_inculpados_sexo_sd,cantidad_inculpados_edad_0_15,cantidad_inculpados_edad_16_17,cantidad_inculpados_edad_mas_18,cantidad_inculpados_edad_sd
94,Tierra del Fuego,94007,Río Grande,2017,Diciembre,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94007,Río Grande,2017,Diciembre,3,Robos (excluir de automotores bancos y motocicletas),57,10,47,18,9,30,0,0,0,57,0,28,29,0,0,0,0,10,10,0,0,0,0,10,0
94,Tierra del Fuego,94007,Río Grande,2017,Diciembre,7,Secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94014,Ushuaia,2017,Diciembre,6,Extorsiones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94014,Ushuaia,2017,Diciembre,2,Hurto de automotores,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94014,Ushuaia,2017,Diciembre,1,Hurtos (excluir de automotores),25,13,12,5,8,12,0,0,0,25,0,23,2,0,0,0,0,13,10,3,0,0,0,13,0
94,Tierra del Fuego,94014,Ushuaia,2017,Diciembre,4,Robo de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94014,Ushuaia,2017,Diciembre,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94014,Ushuaia,2017,Diciembre,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94014,Ushuaia,2017,Diciembre,3,Robos (excluir de automotores bancos y motocicletas),8,2,6,1,3,4,0,0,0,8,0,7,1,0,0,0,0,2,2,0,0,0,0,2,0
94,Tierra del Fuego,94014,Ushuaia,2017,Diciembre,7,Secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Diciembre,6,Extorsiones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Diciembre,2,Hurto de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Diciembre,1,Hurtos (excluir de automotores),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Diciembre,4,Robo de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Diciembre,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Diciembre,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Diciembre,3,Robos (excluir de automotores bancos y motocicletas),1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Diciembre,7,Secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94007,Río Grande,2017,Enero,6,Extorsiones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94007,Río Grande,2017,Enero,2,Hurto de automotores,6,1,5,5,0,0,1,0,0,6,0,6,0,0,0,0,0,1,1,0,0,0,0,1,0
94,Tierra del Fuego,94007,Río Grande,2017,Enero,1,Hurtos (excluir de automotores),48,13,35,9,5,33,1,0,0,48,0,37,11,0,0,0,0,18,15,3,0,1,0,17,0
94,Tierra del Fuego,94007,Río Grande,2017,Enero,4,Robo de automotores,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94007,Río Grande,2017,Enero,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94007,Río Grande,2017,Enero,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94007,Río Grande,2017,Enero,3,Robos (excluir de automotores bancos y motocicletas),66,4,62,11,6,48,1,1,0,65,0,50,16,0,0,0,0,4,3,1,0,0,0,4,0
94,Tierra del Fuego,94007,Río Grande,2017,Enero,7,Secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94014,Ushuaia,2017,Enero,6,Extorsiones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94014,Ushuaia,2017,Enero,2,Hurto de automotores,2,0,2,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94014,Ushuaia,2017,Enero,1,Hurtos (excluir de automotores),33,13,20,15,7,9,2,0,0,33,0,28,5,0,0,0,0,13,11,2,0,1,1,11,0
94,Tierra del Fuego,94014,Ushuaia,2017,Enero,4,Robo de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94014,Ushuaia,2017,Enero,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94014,Ushuaia,2017,Enero,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94014,Ushuaia,2017,Enero,3,Robos (excluir de automotores bancos y motocicletas),8,3,5,3,3,2,0,0,1,7,0,7,1,0,0,0,0,3,1,1,1,0,0,2,1
94,Tierra del Fuego,94014,Ushuaia,2017,Enero,7,Secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Enero,6,Extorsiones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Enero,2,Hurto de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Enero,1,Hurtos (excluir de automotores),2,0,2,0,0,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Enero,4,Robo de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Enero,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Enero,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Enero,3,Robos (excluir de automotores bancos y motocicletas),1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Enero,7,Secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94007,Río Grande,2017,Febrero,6,Extorsiones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94007,Río Grande,2017,Febrero,2,Hurto de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94007,Río Grande,2017,Febrero,1,Hurtos (excluir de automotores),53,13,40,7,8,36,2,0,0,53,0,40,13,0,0,0,0,14,11,3,0,0,0,14,0
94,Tierra del Fuego,94007,Río Grande,2017,Febrero,4,Robo de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94007,Río Grande,2017,Febrero,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94007,Río Grande,2017,Febrero,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94007,Río Grande,2017,Febrero,3,Robos (excluir de automotores bancos y motocicletas),63,7,56,8,6,48,1,0,0,63,0,47,16,0,0,0,0,7,7,0,0,0,3,4,0
94,Tierra del Fuego,94007,Río Grande,2017,Febrero,7,Secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94014,Ushuaia,2017,Febrero,6,Extorsiones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94014,Ushuaia,2017,Febrero,2,Hurto de automotores,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
94,Tierra del Fuego,94014,Ushuaia,2017,Febrero,1,Hurtos (excluir de automotores),33,12,21,9,6,17,1,0,0,33,0,31,2,0,0,0,0,14,9,5,0,2,1,11,0
94,Tierra del Fuego,94014,Ushuaia,2017,Febrero,4,Robo de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94014,Ushuaia,2017,Febrero,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94014,Ushuaia,2017,Febrero,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94014,Ushuaia,2017,Febrero,3,Robos (excluir de automotores bancos y motocicletas),6,2,4,2,2,2,0,0,0,6,0,5,1,0,0,0,0,2,1,1,0,0,0,2,0
94,Tierra del Fuego,94014,Ushuaia,2017,Febrero,7,Secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Febrero,6,Extorsiones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Febrero,2,Hurto de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Febrero,1,Hurtos (excluir de automotores),1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Febrero,4,Robo de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Febrero,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Febrero,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Febrero,3,Robos (excluir de automotores bancos y motocicletas),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94999,Departamento sin determinar,2017,Febrero,7,Secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94007,Río Grande,2017,Julio,6,Extorsiones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94007,Río Grande,2017,Julio,2,Hurto de automotores,4,1,3,1,0,3,0,0,0,4,0,4,0,0,0,0,0,1,1,0,0,0,0,1,0
94,Tierra del Fuego,94007,Río Grande,2017,Julio,1,Hurtos (excluir de automotores),64,14,50,16,10,38,0,0,0,64,0,46,18,0,0,0,0,14,12,2,0,0,1,13,0
94,Tierra del Fuego,94007,Río Grande,2017,Julio,4,Robo de automotores,2,2,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,2,1,1,0,0,0,2,0
94,Tierra del Fuego,94007,Río Grande,2017,Julio,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94007,Río Grande,2017,Julio,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94007,Río Grande,2017,Julio,3,Robos (excluir de automotores bancos y motocicletas),56,9,47,11,6,38,1,1,0,55,0,26,30,0,0,0,0,9,4,5,0,0,0,9,0
94,Tierra del Fuego,94007,Río Grande,2017,Julio,7,Secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94014,Ushuaia,2017,Julio,6,Extorsiones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94014,Ushuaia,2017,Julio,2,Hurto de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94014,Ushuaia,2017,Julio,1,Hurtos (excluir de automotores),25,8,17,2,13,10,0,0,0,25,0,21,4,0,0,0,0,8,6,2,0,0,0,8,0
94,Tierra del Fuego,94014,Ushuaia,2017,Julio,4,Robo de automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94014,Ushuaia,2017,Julio,5,Robo de bancos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94014,Ushuaia,2017,Julio,8,Robo de motocicletas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Tierra del Fuego,94014,Ushuaia,2017,Julio,3,Robos (excluir de automotores bancos y motocicletas),11,3,8,4,1,6,0,0,0,11,0,10,1,0,0,0,0,3,3,0,0,0,0,3,0
